customer_id,frecuencia,gasto_total,cluster,segmento_ml
1185,1,4020.65,3,Gold (High Ticket)
1186,1,4691.9400000000005,3,Gold (High Ticket)
1187,1,601.9,0,Bronze (Casuales)
1188,1,783.24,0,Bronze (Casuales)
1190,1,5017.35,3,Gold (High Ticket)
1193,1,5392.72,3,Gold (High Ticket)
1194,1,4611.36,3,Gold (High Ticket)
1195,1,3522.81,0,Bronze (Casuales)
1197,1,915.96,0,Bronze (Casuales)
1200,1,4667.07,3,Gold (High Ticket)
1201,1,1012.76,0,Bronze (Casuales)
1202,3,8578.94,2,Platinum (VIP)
1206,1,3923.08,0,Bronze (Casuales)
1207,2,9162.0,2,Platinum (VIP)
1208,1,5753.72,3,Gold (High Ticket)
1209,1,6591.25,3,Gold (High Ticket)
1212,1,1692.72,0,Bronze (Casuales)
1214,1,1280.46,0,Bronze (Casuales)
1224,1,683.9,0,Bronze (Casuales)
1225,1,1659.08,0,Bronze (Casuales)
1228,1,2116.4,0,Bronze (Casuales)
1230,2,4525.76,1,Silver (Leales)
1231,1,4701.18,3,Gold (High Ticket)
1241,2,4732.69,1,Silver (Leales)
1243,1,5282.97,3,Gold (High Ticket)
1246,1,7304.75,3,Gold (High Ticket)
1251,3,11957.76,2,Platinum (VIP)
1256,2,8759.74,2,Platinum (VIP)
1257,1,1741.16,0,Bronze (Casuales)
1258,1,1205.16,0,Bronze (Casuales)
1265,1,378.96,0,Bronze (Casuales)
1266,2,3145.83,1,Silver (Leales)
1269,1,5813.1900000000005,3,Gold (High Ticket)
1271,1,3556.2300000000005,0,Bronze (Casuales)
1272,1,3784.16,0,Bronze (Casuales)
1273,1,1526.8,0,Bronze (Casuales)
1274,1,5396.07,3,Gold (High Ticket)
1276,1,4285.25,3,Gold (High Ticket)
1280,1,5996.0,3,Gold (High Ticket)
1282,1,1760.49,0,Bronze (Casuales)
1291,1,4472.32,3,Gold (High Ticket)
1293,1,686.16,0,Bronze (Casuales)
1298,1,133.53,0,Bronze (Casuales)
1305,2,4022.3,1,Silver (Leales)
1306,1,109.0,0,Bronze (Casuales)
1307,1,3459.0,0,Bronze (Casuales)
1310,1,2789.34,0,Bronze (Casuales)
1311,1,1045.55,0,Bronze (Casuales)
1313,1,3838.5,0,Bronze (Casuales)
1317,2,8788.41,2,Platinum (VIP)
1319,2,4896.78,1,Silver (Leales)
1320,1,3789.32,0,Bronze (Casuales)
1323,1,6872.64,3,Gold (High Ticket)
1324,1,3169.44,0,Bronze (Casuales)
1326,1,1807.98,0,Bronze (Casuales)
1328,2,7729.759999999999,1,Silver (Leales)
1331,1,3364.26,0,Bronze (Casuales)
1333,2,1632.62,1,Silver (Leales)
1339,1,1222.42,0,Bronze (Casuales)
1341,1,3988.16,0,Bronze (Casuales)
1344,1,2938.92,0,Bronze (Casuales)
1349,2,1153.6,1,Silver (Leales)
1356,1,3723.22,0,Bronze (Casuales)
1357,1,4461.04,3,Gold (High Ticket)
1359,3,6925.85,2,Platinum (VIP)
1362,1,1130.36,0,Bronze (Casuales)
1367,1,590.81,0,Bronze (Casuales)
1370,1,1719.49,0,Bronze (Casuales)
1372,1,3762.12,0,Bronze (Casuales)
1378,1,1557.68,0,Bronze (Casuales)
1379,1,9716.25,3,Gold (High Ticket)
1387,1,2640.2,0,Bronze (Casuales)
1389,1,1033.54,0,Bronze (Casuales)
1391,1,947.92,0,Bronze (Casuales)
1400,1,1148.87,0,Bronze (Casuales)
1402,1,2745.32,0,Bronze (Casuales)
1404,1,590.33,0,Bronze (Casuales)
1406,1,551.97,0,Bronze (Casuales)
1409,1,7648.16,3,Gold (High Ticket)
1410,1,2488.41,0,Bronze (Casuales)
1414,1,7846.2,3,Gold (High Ticket)
1417,1,644.79,0,Bronze (Casuales)
1420,1,4872.6,3,Gold (High Ticket)
1421,1,377.76,0,Bronze (Casuales)
1422,1,537.19,0,Bronze (Casuales)
1423,1,5733.9,3,Gold (High Ticket)
1424,1,1184.49,0,Bronze (Casuales)
1427,1,274.09,0,Bronze (Casuales)
1430,3,9817.84,2,Platinum (VIP)
1431,1,4412.46,3,Gold (High Ticket)
1434,1,1373.76,0,Bronze (Casuales)
1436,2,7476.17,1,Silver (Leales)
1439,1,6228.44,3,Gold (High Ticket)
1440,1,248.27,0,Bronze (Casuales)
1441,1,2762.7599999999998,0,Bronze (Casuales)
1444,1,556.01,0,Bronze (Casuales)
1448,1,488.78,0,Bronze (Casuales)
1449,1,2344.38,0,Bronze (Casuales)
1452,1,2208.18,0,Bronze (Casuales)
1461,1,320.88,0,Bronze (Casuales)
1462,1,1741.77,0,Bronze (Casuales)
1464,1,541.3499999999999,0,Bronze (Casuales)
1468,1,9938.150000000001,3,Gold (High Ticket)
1470,1,5850.33,3,Gold (High Ticket)
1472,2,1807.31,1,Silver (Leales)
1474,3,1212.94,1,Silver (Leales)
1475,1,1745.4900000000002,0,Bronze (Casuales)
1478,1,2905.3500000000004,0,Bronze (Casuales)
1480,2,1918.8600000000001,1,Silver (Leales)
1483,1,3474.5,0,Bronze (Casuales)
1485,1,6564.5,3,Gold (High Ticket)
1488,1,3230.37,0,Bronze (Casuales)
1496,1,3918.96,0,Bronze (Casuales)
1500,1,5670.54,3,Gold (High Ticket)
1502,1,7906.35,3,Gold (High Ticket)
1504,1,2335.08,0,Bronze (Casuales)
1505,1,1673.25,0,Bronze (Casuales)
1507,1,6134.08,3,Gold (High Ticket)
1508,1,3370.38,0,Bronze (Casuales)
1509,1,6607.05,3,Gold (High Ticket)
1510,2,6673.950000000001,1,Silver (Leales)
1511,1,3826.32,0,Bronze (Casuales)
1512,1,2114.2,0,Bronze (Casuales)
1514,1,1313.61,0,Bronze (Casuales)
1517,1,1791.31,0,Bronze (Casuales)
1519,3,2889.37,1,Silver (Leales)
1520,1,465.72,0,Bronze (Casuales)
1521,1,1098.1,0,Bronze (Casuales)
1525,1,7061.4,3,Gold (High Ticket)
1527,1,4937.15,3,Gold (High Ticket)
1528,1,729.7,0,Bronze (Casuales)
1529,1,2943.24,0,Bronze (Casuales)
1530,2,6340.360000000001,1,Silver (Leales)
1533,1,582.05,0,Bronze (Casuales)
1534,1,1269.58,0,Bronze (Casuales)
1535,1,2914.04,0,Bronze (Casuales)
1536,1,9973.45,3,Gold (High Ticket)
1539,1,3500.08,0,Bronze (Casuales)
1541,1,1445.86,0,Bronze (Casuales)
1546,1,5180.5199999999995,3,Gold (High Ticket)
1547,1,5370.8,3,Gold (High Ticket)
1549,1,814.8,0,Bronze (Casuales)
1550,2,3004.9,1,Silver (Leales)
1554,1,1349.75,0,Bronze (Casuales)
1567,1,1985.6,0,Bronze (Casuales)
1568,1,1870.23,0,Bronze (Casuales)
1570,1,678.21,0,Bronze (Casuales)
1575,1,2226.42,0,Bronze (Casuales)
1578,1,9676.65,3,Gold (High Ticket)
1579,1,566.42,0,Bronze (Casuales)
1587,1,864.7,0,Bronze (Casuales)
1588,1,1556.6499999999999,0,Bronze (Casuales)
1590,2,8057.34,1,Silver (Leales)
1595,1,7283.16,3,Gold (High Ticket)
1599,1,1048.46,0,Bronze (Casuales)
1600,1,7018.049999999999,3,Gold (High Ticket)
1601,1,1892.76,0,Bronze (Casuales)
1602,1,7879.0,3,Gold (High Ticket)
1605,1,3663.6,0,Bronze (Casuales)
1606,1,828.69,0,Bronze (Casuales)
1609,1,312.58,0,Bronze (Casuales)
1611,1,1664.8,0,Bronze (Casuales)
1612,1,224.38,0,Bronze (Casuales)
1613,2,11340.609999999999,2,Platinum (VIP)
1616,1,845.97,0,Bronze (Casuales)
1618,3,8767.23,2,Platinum (VIP)
1620,1,5936.24,3,Gold (High Ticket)
1621,1,2565.26,0,Bronze (Casuales)
1626,1,592.06,0,Bronze (Casuales)
1627,1,3055.05,0,Bronze (Casuales)
1634,1,3276.2999999999997,0,Bronze (Casuales)
1635,1,602.59,0,Bronze (Casuales)
1637,1,1223.12,0,Bronze (Casuales)
1639,1,1503.78,0,Bronze (Casuales)
1641,1,7276.45,3,Gold (High Ticket)
1642,1,2937.0499999999997,0,Bronze (Casuales)
1645,2,5806.98,1,Silver (Leales)
1646,2,3416.88,1,Silver (Leales)
1647,1,3784.26,0,Bronze (Casuales)
1651,1,8922.65,3,Gold (High Ticket)
1652,1,1314.72,0,Bronze (Casuales)
1653,4,14983.19,2,Platinum (VIP)
1654,1,2484.96,0,Bronze (Casuales)
1659,3,4301.77,1,Silver (Leales)
1660,1,1665.25,0,Bronze (Casuales)
1662,1,1713.84,0,Bronze (Casuales)
1665,1,542.56,0,Bronze (Casuales)
1666,1,1487.82,0,Bronze (Casuales)
1672,2,17867.55,2,Platinum (VIP)
1674,1,4594.049999999999,3,Gold (High Ticket)
1681,1,1621.94,0,Bronze (Casuales)
1684,1,1906.72,0,Bronze (Casuales)
1685,1,803.51,0,Bronze (Casuales)
1686,1,5569.68,3,Gold (High Ticket)
1688,1,4251.36,3,Gold (High Ticket)
1689,1,102.78,0,Bronze (Casuales)
1691,1,2298.35,0,Bronze (Casuales)
1692,1,2543.82,0,Bronze (Casuales)
1693,2,5381.4,1,Silver (Leales)
1697,1,720.88,0,Bronze (Casuales)
1699,2,7625.700000000001,1,Silver (Leales)
1701,1,3281.68,0,Bronze (Casuales)
1706,1,2593.2,0,Bronze (Casuales)
1710,1,2651.9,0,Bronze (Casuales)
1711,2,4868.46,1,Silver (Leales)
1713,1,3497.16,0,Bronze (Casuales)
1715,2,7204.54,1,Silver (Leales)
1717,2,2873.3900000000003,1,Silver (Leales)
1718,1,1362.78,0,Bronze (Casuales)
1719,1,5084.44,3,Gold (High Ticket)
1721,1,2465.96,0,Bronze (Casuales)
1722,1,744.84,0,Bronze (Casuales)
1724,1,324.58,0,Bronze (Casuales)
1725,1,4378.9,3,Gold (High Ticket)
1726,1,8965.15,3,Gold (High Ticket)
1727,1,1795.88,0,Bronze (Casuales)
1731,1,2573.28,0,Bronze (Casuales)
1732,1,3167.54,0,Bronze (Casuales)
1741,1,917.98,0,Bronze (Casuales)
1742,3,6843.52,2,Platinum (VIP)
1744,2,9399.96,2,Platinum (VIP)
1745,2,4826.62,1,Silver (Leales)
1749,2,5541.16,1,Silver (Leales)
1750,2,3736.58,1,Silver (Leales)
1751,1,1415.25,0,Bronze (Casuales)
1752,2,6114.469999999999,1,Silver (Leales)
1753,3,2123.2200000000003,1,Silver (Leales)
1757,1,3632.16,0,Bronze (Casuales)
1760,1,4339.6,3,Gold (High Ticket)
1761,1,2259.3,0,Bronze (Casuales)
1762,1,7174.2,3,Gold (High Ticket)
1768,1,2529.3,0,Bronze (Casuales)
1769,1,4767.200000000001,3,Gold (High Ticket)
1771,1,1418.78,0,Bronze (Casuales)
1781,1,4496.05,3,Gold (High Ticket)
1782,1,2729.12,0,Bronze (Casuales)
1783,1,1090.26,0,Bronze (Casuales)
1785,1,487.2,0,Bronze (Casuales)
1788,1,6311.599999999999,3,Gold (High Ticket)
1790,1,4650.84,3,Gold (High Ticket)
1793,1,979.68,0,Bronze (Casuales)
1794,1,168.12,0,Bronze (Casuales)
1795,1,1369.6,0,Bronze (Casuales)
1796,1,6921.28,3,Gold (High Ticket)
1797,2,2413.83,1,Silver (Leales)
1802,1,272.71,0,Bronze (Casuales)
1803,1,638.62,0,Bronze (Casuales)
1804,1,313.0,0,Bronze (Casuales)
1807,1,3868.52,0,Bronze (Casuales)
1813,3,7201.66,2,Platinum (VIP)
1815,1,3220.42,0,Bronze (Casuales)
1820,1,1214.52,0,Bronze (Casuales)
1821,1,1080.76,0,Bronze (Casuales)
1822,1,4752.24,3,Gold (High Ticket)
1823,1,401.84,0,Bronze (Casuales)
1824,1,1130.3,0,Bronze (Casuales)
1828,4,5640.03,2,Platinum (VIP)
1829,2,3474.4199999999996,1,Silver (Leales)
1831,1,3172.0,0,Bronze (Casuales)
1832,1,639.48,0,Bronze (Casuales)
1833,1,524.92,0,Bronze (Casuales)
1838,1,2398.2,0,Bronze (Casuales)
1841,2,3816.2000000000003,1,Silver (Leales)
1842,1,3282.18,0,Bronze (Casuales)
1844,1,4763.25,3,Gold (High Ticket)
1845,1,2222.44,0,Bronze (Casuales)
1848,1,1539.66,0,Bronze (Casuales)
1852,1,6001.2,3,Gold (High Ticket)
1853,2,11978.16,2,Platinum (VIP)
1854,1,4660.6,3,Gold (High Ticket)
1857,1,2403.85,0,Bronze (Casuales)
1858,1,628.5,0,Bronze (Casuales)
1860,1,2796.22,0,Bronze (Casuales)
1861,1,3678.8,0,Bronze (Casuales)
1862,1,202.58,0,Bronze (Casuales)
1869,1,1282.29,0,Bronze (Casuales)
1872,1,2704.59,0,Bronze (Casuales)
1877,1,220.18,0,Bronze (Casuales)
1878,2,5040.72,1,Silver (Leales)
1879,2,2919.99,1,Silver (Leales)
1881,2,3444.0,1,Silver (Leales)
1885,1,1275.66,0,Bronze (Casuales)
1887,2,13566.75,2,Platinum (VIP)
1888,1,6388.8,3,Gold (High Ticket)
1889,2,11033.34,2,Platinum (VIP)
1891,1,1932.47,0,Bronze (Casuales)
1893,2,1235.33,1,Silver (Leales)
1894,2,8508.15,2,Platinum (VIP)
1897,1,423.84,0,Bronze (Casuales)
1901,1,1555.72,0,Bronze (Casuales)
1907,1,3830.68,0,Bronze (Casuales)
1908,1,488.92,0,Bronze (Casuales)
1911,1,4151.75,3,Gold (High Ticket)
1916,3,11756.46,2,Platinum (VIP)
1918,1,2859.08,0,Bronze (Casuales)
1919,2,2837.75,1,Silver (Leales)
1920,3,10753.02,2,Platinum (VIP)
1924,1,7453.9,3,Gold (High Ticket)
1927,1,1735.29,0,Bronze (Casuales)
1930,1,863.86,0,Bronze (Casuales)
1931,1,1413.07,0,Bronze (Casuales)
1932,1,1207.44,0,Bronze (Casuales)
1936,1,3559.5,0,Bronze (Casuales)
1939,1,3987.32,0,Bronze (Casuales)
1941,1,350.52,0,Bronze (Casuales)
1944,2,5282.58,1,Silver (Leales)
1945,1,539.22,0,Bronze (Casuales)
1948,1,361.38,0,Bronze (Casuales)
1949,1,3057.64,0,Bronze (Casuales)
1950,1,4009.4,3,Gold (High Ticket)
1955,1,5557.5,3,Gold (High Ticket)
1958,1,6962.8,3,Gold (High Ticket)
1959,1,3229.08,0,Bronze (Casuales)
1960,2,16188.83,2,Platinum (VIP)
1962,1,1344.94,0,Bronze (Casuales)
1964,1,923.8199999999999,0,Bronze (Casuales)
1969,1,3470.6,0,Bronze (Casuales)
1971,1,1699.42,0,Bronze (Casuales)
1972,1,1979.1000000000001,0,Bronze (Casuales)
1975,1,8356.849999999999,3,Gold (High Ticket)
1977,1,222.92,0,Bronze (Casuales)
1979,1,2651.6,0,Bronze (Casuales)
1981,2,11040.75,2,Platinum (VIP)
1982,1,8355.650000000001,3,Gold (High Ticket)
1983,2,1787.42,1,Silver (Leales)
1986,1,3216.9,0,Bronze (Casuales)
1987,1,3803.8,0,Bronze (Casuales)
1990,2,6572.1900000000005,1,Silver (Leales)
1992,1,6485.900000000001,3,Gold (High Ticket)
1993,1,1202.62,0,Bronze (Casuales)
1994,1,1943.31,0,Bronze (Casuales)
1996,1,1347.48,0,Bronze (Casuales)
1998,2,6243.49,1,Silver (Leales)
1999,2,4273.8,1,Silver (Leales)
2009,1,2439.8,0,Bronze (Casuales)
2010,1,8970.3,3,Gold (High Ticket)
2011,1,1562.2,0,Bronze (Casuales)
2013,1,1961.15,0,Bronze (Casuales)
2016,1,6705.0,3,Gold (High Ticket)
2017,1,952.05,0,Bronze (Casuales)
2020,3,8910.880000000001,2,Platinum (VIP)
2025,1,1330.93,0,Bronze (Casuales)
2029,2,1842.9,1,Silver (Leales)
2033,1,3728.32,0,Bronze (Casuales)
2035,1,913.3,0,Bronze (Casuales)
2036,2,3811.79,1,Silver (Leales)
2037,3,7948.42,2,Platinum (VIP)
2040,1,1165.75,0,Bronze (Casuales)
2041,1,866.42,0,Bronze (Casuales)
2044,1,897.58,0,Bronze (Casuales)
2045,2,13488.49,2,Platinum (VIP)
2046,1,2627.26,0,Bronze (Casuales)
2049,2,1598.29,1,Silver (Leales)
2052,1,1568.93,0,Bronze (Casuales)
2056,1,2543.94,0,Bronze (Casuales)
2063,1,689.55,0,Bronze (Casuales)
2069,1,1366.56,0,Bronze (Casuales)
2070,1,912.42,0,Bronze (Casuales)
2072,1,615.2,0,Bronze (Casuales)
2075,1,1733.42,0,Bronze (Casuales)
2076,1,3790.72,0,Bronze (Casuales)
2077,1,6850.900000000001,3,Gold (High Ticket)
2079,1,3850.1499999999996,0,Bronze (Casuales)
2083,1,1575.54,0,Bronze (Casuales)
2084,1,7986.68,3,Gold (High Ticket)
2092,1,1133.59,0,Bronze (Casuales)
2097,1,5200.349999999999,3,Gold (High Ticket)
2099,1,6023.5,3,Gold (High Ticket)
2100,1,3503.06,0,Bronze (Casuales)
2101,1,4891.0199999999995,3,Gold (High Ticket)
2102,1,133.62,0,Bronze (Casuales)
2103,1,1076.8,0,Bronze (Casuales)
2104,1,430.4,0,Bronze (Casuales)
2106,3,4465.2,1,Silver (Leales)
2108,1,1669.74,0,Bronze (Casuales)
2110,1,1156.25,0,Bronze (Casuales)
2113,2,10228.779999999999,2,Platinum (VIP)
2117,1,475.16,0,Bronze (Casuales)
2118,1,1130.51,0,Bronze (Casuales)
2120,1,4918.68,3,Gold (High Ticket)
2121,2,5762.2,1,Silver (Leales)
2122,1,6569.64,3,Gold (High Ticket)
2124,3,6156.849999999999,1,Silver (Leales)
2127,2,2743.37,1,Silver (Leales)
2128,1,5996.5,3,Gold (High Ticket)
2129,2,2470.7,1,Silver (Leales)
2130,1,4920.15,3,Gold (High Ticket)
2133,2,4992.73,1,Silver (Leales)
2137,1,700.14,0,Bronze (Casuales)
2139,1,8840.800000000001,3,Gold (High Ticket)
2140,1,809.78,0,Bronze (Casuales)
2143,2,8272.36,2,Platinum (VIP)
2146,1,6191.599999999999,3,Gold (High Ticket)
2153,1,6003.400000000001,3,Gold (High Ticket)
2154,1,6660.700000000001,3,Gold (High Ticket)
2160,2,9853.46,2,Platinum (VIP)
2161,1,4596.78,3,Gold (High Ticket)
2163,2,12229.119999999999,2,Platinum (VIP)
2166,2,3787.04,1,Silver (Leales)
2168,1,89.84,0,Bronze (Casuales)
2169,3,2768.58,1,Silver (Leales)
2180,1,3397.96,0,Bronze (Casuales)
2181,1,649.87,0,Bronze (Casuales)
2185,1,9678.65,3,Gold (High Ticket)
2188,2,2196.88,1,Silver (Leales)
2189,1,9407.8,3,Gold (High Ticket)
2192,1,244.86,0,Bronze (Casuales)
2193,1,1803.46,0,Bronze (Casuales)
2194,1,1030.22,0,Bronze (Casuales)
2195,2,11585.89,2,Platinum (VIP)
2196,1,7024.8,3,Gold (High Ticket)
2198,1,2852.44,0,Bronze (Casuales)
2200,2,7325.34,1,Silver (Leales)
2204,3,7793.5599999999995,2,Platinum (VIP)
2207,1,6961.35,3,Gold (High Ticket)
2208,1,4632.6,3,Gold (High Ticket)
2210,1,884.24,0,Bronze (Casuales)
2211,1,1971.08,0,Bronze (Casuales)
2213,2,5563.1900000000005,1,Silver (Leales)
2215,3,9265.05,2,Platinum (VIP)
2217,1,3140.52,0,Bronze (Casuales)
2218,1,5891.16,3,Gold (High Ticket)
2220,1,474.90000000000003,0,Bronze (Casuales)
2223,1,1381.68,0,Bronze (Casuales)
2225,1,2336.67,0,Bronze (Casuales)
2226,2,6142.949999999999,1,Silver (Leales)
2228,2,4638.04,1,Silver (Leales)
2229,3,5363.99,1,Silver (Leales)
2232,1,4588.11,3,Gold (High Ticket)
2233,1,455.08,0,Bronze (Casuales)
2234,1,7449.6,3,Gold (High Ticket)
2235,2,11889.39,2,Platinum (VIP)
2237,1,1577.9,0,Bronze (Casuales)
2245,3,16493.7,2,Platinum (VIP)
2251,1,3208.7,0,Bronze (Casuales)
2252,1,6101.950000000001,3,Gold (High Ticket)
2257,1,842.72,0,Bronze (Casuales)
2259,1,357.97,0,Bronze (Casuales)
2260,2,4719.88,1,Silver (Leales)
2262,1,2045.8500000000001,0,Bronze (Casuales)
2263,1,2601.26,0,Bronze (Casuales)
2264,1,1116.64,0,Bronze (Casuales)
2269,1,274.25,0,Bronze (Casuales)
2274,1,2365.0,0,Bronze (Casuales)
2275,2,8049.380000000001,1,Silver (Leales)
2276,3,8909.39,2,Platinum (VIP)
2279,1,9704.05,3,Gold (High Ticket)
2283,1,999.72,0,Bronze (Casuales)
2284,2,8092.5599999999995,1,Silver (Leales)
2285,1,600.84,0,Bronze (Casuales)
2288,1,3519.92,0,Bronze (Casuales)
2290,1,1463.18,0,Bronze (Casuales)
2291,2,4026.85,1,Silver (Leales)
2292,1,2213.55,0,Bronze (Casuales)
2293,3,6880.48,2,Platinum (VIP)
2294,3,7937.879999999999,2,Platinum (VIP)
2295,1,2266.8,0,Bronze (Casuales)
2296,1,7900.1,3,Gold (High Ticket)
2297,1,2772.09,0,Bronze (Casuales)
2298,1,7919.75,3,Gold (High Ticket)
2307,1,5705.75,3,Gold (High Ticket)
2310,1,108.23,0,Bronze (Casuales)
2311,3,5652.83,1,Silver (Leales)
2312,1,368.53,0,Bronze (Casuales)
2314,2,1603.26,1,Silver (Leales)
2315,1,273.19,0,Bronze (Casuales)
2317,1,2703.82,0,Bronze (Casuales)
2320,2,1952.0700000000002,1,Silver (Leales)
2323,1,1719.6,0,Bronze (Casuales)
2324,1,4225.2300000000005,3,Gold (High Ticket)
2330,2,3538.84,1,Silver (Leales)
2335,1,3814.8,0,Bronze (Casuales)
2336,1,3832.3,0,Bronze (Casuales)
2337,1,389.46,0,Bronze (Casuales)
2341,2,6841.12,1,Silver (Leales)
2342,1,3416.7000000000003,0,Bronze (Casuales)
2343,2,3911.96,1,Silver (Leales)
2344,1,2552.85,0,Bronze (Casuales)
2349,1,3583.1400000000003,0,Bronze (Casuales)
2350,2,8144.949999999999,1,Silver (Leales)
2353,1,2097.9,0,Bronze (Casuales)
2354,2,1751.01,1,Silver (Leales)
2363,1,1155.4499999999998,0,Bronze (Casuales)
2369,1,5173.65,3,Gold (High Ticket)
2373,1,3858.21,0,Bronze (Casuales)
2374,1,6753.400000000001,3,Gold (High Ticket)
2375,1,2545.76,0,Bronze (Casuales)
2376,1,312.9,0,Bronze (Casuales)
2380,1,6874.099999999999,3,Gold (High Ticket)
2381,2,2490.19,1,Silver (Leales)
2387,1,4376.6,3,Gold (High Ticket)
2388,2,5096.65,1,Silver (Leales)
2389,1,5421.849999999999,3,Gold (High Ticket)
2391,2,4054.76,1,Silver (Leales)
2392,1,7535.28,3,Gold (High Ticket)
2394,1,1952.28,0,Bronze (Casuales)
2395,1,337.24,0,Bronze (Casuales)
2398,1,7789.299999999999,3,Gold (High Ticket)
2402,2,11024.960000000001,2,Platinum (VIP)
2403,1,343.57,0,Bronze (Casuales)
2404,3,7490.51,2,Platinum (VIP)
2406,1,4045.0,3,Gold (High Ticket)
2412,2,7734.839999999999,1,Silver (Leales)
2415,1,257.78,0,Bronze (Casuales)
2417,1,5481.1,3,Gold (High Ticket)
2419,1,870.41,0,Bronze (Casuales)
2420,1,3000.2,0,Bronze (Casuales)
2421,1,1170.32,0,Bronze (Casuales)
2422,1,2844.18,0,Bronze (Casuales)
2424,1,6509.92,3,Gold (High Ticket)
2425,2,5581.08,1,Silver (Leales)
2430,1,4645.04,3,Gold (High Ticket)
2433,1,3899.0,0,Bronze (Casuales)
2435,1,735.53,0,Bronze (Casuales)
2437,1,2286.16,0,Bronze (Casuales)
2438,1,3756.72,0,Bronze (Casuales)
2442,3,6694.53,2,Platinum (VIP)
2443,1,822.9000000000001,0,Bronze (Casuales)
2444,1,1426.18,0,Bronze (Casuales)
2453,1,1178.67,0,Bronze (Casuales)
2458,1,1538.56,0,Bronze (Casuales)
2462,1,3170.6099999999997,0,Bronze (Casuales)
2463,2,11097.6,2,Platinum (VIP)
2465,1,1158.11,0,Bronze (Casuales)
2466,1,1268.35,0,Bronze (Casuales)
2467,1,3638.66,0,Bronze (Casuales)
2468,1,5513.13,3,Gold (High Ticket)
2475,2,7798.05,1,Silver (Leales)
2476,1,6820.68,3,Gold (High Ticket)
2477,2,10865.630000000001,2,Platinum (VIP)
2478,1,1334.88,0,Bronze (Casuales)
2479,2,7211.26,1,Silver (Leales)
2480,2,8109.5,1,Silver (Leales)
